"249,295"	"716,192"	"186,670"	"280,242"	"180,783"					
"247,917"	"708,842"	"183,455"	"280,012"	"177,797"					
"249,066"	"715,273"	"187,130"	"279,783"	"183,769"					
"249,755"	"710,909"	"185,752"	"279,094"	"179,405"					
"250,444"	"711,139"	"186,900"	"278,634"	"182,161"					
"250,903"	"713,206"	"188,508"	"280,012"	"181,702"					
"249,984"	"705,856"	"186,900"	"277,027"	"178,945"					
"248,606"	"703,330"	"187,589"	"274,270"	"179,634"					
"247,687"	"696,669"	"185,752"	"273,122"	"178,716"					
"253,889"	"708,383"	"189,656"	"271,744"	"181,012"					
"253,659"	"703,789"	"192,872"	"271,973"	"180,783"					
"254,808"	"705,856"	"196,547"	"268,298"	"181,472"					
"257,105"	"708,842"	"197,695"	"263,475"	"178,716"					
"252,741"	"691,156"	"189,656"	"252,680"	"165,164"					
"237,352"	"651,420"	"170,822"	"233,156"	"144,033"					
"209,330"	"589,175"	"148,083"	"208,350"	"127,266"					
"187,050"	"563,220"	"138,436"	"199,392"	"130,252"					
"177,173"	"571,489"	"144,638"	"207,202"	"146,100"					
"185,212"	"614,211"	"155,433"	"226,955"	"161,719"					
"208,870"	"661,067"	"171,052"	"251,302"	"177,567"					
"228,164"	"690,008"	"181,387"	"268,758"	"185,377"					
"237,581"	"703,559"	"188,737"	"275,419"	"188,133"					
"242,864"	"711,139"	"193,791"	"276,797"	"193,186"					
"242,634"	"704,708"	"195,169"	"272,433"	"190,659"					
"240,797"	"704,019"	"195,169"	"269,677"	"192,267"					
"241,945"	"704,937"	"200,911"	"263,245"	"192,727"					
"240,338"	"700,114"	"198,844"	"264,164"	"191,808"					
"239,189"	"697,358"	"198,384"	"262,786"	"189,052"					
"241,945"	"702,641"	"199,303"	"260,030"	"194,564"					
"214,383"	"707,464"	"183,225"	"276,108"	"181,012"					
"244,931"	"702,181"	"183,455"	"276,567"	"178,256"					
"241,945"	"696,209"	"185,522"	"273,811"	"178,716"					
"244,472"	"698,506"	"182,536"	"273,122"	"179,405"					
"244,242"	"700,114"	"183,684"	"274,500"	"178,486"					
"245,391"	"701,952"	"182,995"	"274,730"	"178,256"					
"245,391"	"706,775"	"186,441"	"277,256"	"181,012"					
"251,133"	"707,005"	"189,427"	"278,634"	"184,228"					
"252,741"	"709,761"	"188,967"	"278,634"	"182,161"					
"254,808"	"714,355"	"192,642"	"278,405"	"185,606"					
"256,645"	"719,637"	"195,169"	"280,012"	"183,769"					
"257,105"	"711,139"	"194,250"	"276,108"	"183,998"					
"255,267"	"704,019"	"190,575"	"269,677"	"183,080"					
"249,755"	"700,573"	"193,791"	"265,542"	"177,108"					
"248,606"	"681,739"	"186,670"	"249,923"	"164,016"					
"227,475"	"627,073"	"164,161"	"224,887"	"141,736"					
"197,386"	"568,962"	"141,422"	"203,756"	"130,941"					
"177,862"	"553,573"	"131,545"	"198,703"	"131,400"					
"175,106"	"581,136"	"143,259"	"214,552"	"150,694"					
"194,170"	"635,572"	"157,730"	"239,817"	"168,150"					
"214,383"	"673,470"	"174,497"	"259,570"	"179,634"					
"230,002"	"689,548"	"185,062"	"271,744"	"188,133"					
"234,595"	"699,425"	"188,048"	"273,811"	"188,133"					
"237,352"	"701,492"	"189,197"	"269,677"	"188,133"					
"240,797"	"702,181"	"192,183"	"273,352"	"190,889"					
"238,041"	"701,262"	"191,034"	"268,069"	"189,741"					
"236,892"	"698,047"	"193,561"	"264,853"	"187,903"					
"238,959"	"703,559"	"198,384"	"265,542"	"190,430"					
"238,270"	"706,316"	"198,614"	"266,920"	"194,105"					
"237,581"	"704,708"	"198,844"	"267,150"	"193,416"					
"209,100"	"700,803"	"181,617"	"276,567"	"175,730"					
"243,783"	"700,344"	"180,239"	"274,959"	"177,337"					
"244,931"	"698,736"	"180,469"	"273,581"	"175,270"					
"244,242"	"707,464"	"184,603"	"277,716"	"181,012"					
"244,702"	"705,397"	"186,211"	"276,108"	"182,161"					
"243,783"	"702,870"	"183,914"	"275,419"	"175,730"					
"244,931"	"706,545"	"187,359"	"274,959"	"181,931"					
"246,769"	"704,937"	"186,211"	"274,500"	"180,094"					
"249,066"	"701,952"	"185,752"	"273,581"	"177,567"					
"246,769"	"698,047"	"187,130"	"272,662"	"180,323"					
"243,323"	"694,831"	"188,737"	"267,609"	"180,553"					
"245,620"	"698,277"	"191,034"	"267,380"	"180,553"					
"249,295"	"705,167"	"193,791"	"268,528"	"182,620"					
"249,755"	"702,181"	"194,939"	"261,408"	"178,945"					
"243,323"	"675,997"	"184,373"	"247,167"	"163,556"					
"222,422"	"622,709"	"160,027"	"222,591"	"141,736"					
"188,887"	"571,719"	"140,503"	"203,067"	"129,792"					
"172,809"	"554,492"	"131,775"	"202,148"	"137,142"					
"172,580"	"583,892"	"138,666"	"220,294"	"155,287"					
"196,467"	"643,841"	"163,702"	"247,627"	"179,405"					
"218,287"	"689,319"	"181,387"	"267,839"	"190,200"					
"231,839"	"700,114"	"185,981"	"275,419"	"189,511"					
"234,825"	"710,680"	"192,183"	"278,864"	"193,875"					
"241,027"	"707,923"	"193,791"	"276,108"	"194,105"					
"239,648"	"700,573"	"193,561"	"269,906"	"191,119"					
"239,189"	"701,952"	"194,020"	"269,906"	"192,956"					
"240,567"	"706,775"	"198,614"	"270,595"	"194,105"					
"237,352"	"698,506"	"199,303"	"266,461"	"192,956"					
"237,122"	"704,708"	"198,614"	"266,231"	"193,645"					
"243,094"	"709,761"	"199,533"	"269,906"	"194,564"					
"211,397"	"708,153"	"182,306"	"278,634"	"180,553"					
"248,147"	"710,909"	"183,684"	"279,553"	"180,783"					
"244,931"	"709,302"	"185,062"	"279,094"	"182,850"					
